 ,Armii Krajowej,Bora-Komorowskiego,Bulwary,Dworzec,Grzegórzecka,Kamieńskiego,Klimeckiego,Kopernika,Kotlarska,Mogilska,Monte Cassino,Niepołomska,Nowohucka,Smoleńsk,Tyniecka,Wadowicka,Wielicka,Średnia temp.,Min. temp.,Maks. temp.,Odczuwalna temp.,Opady (mm),Wiatr
2021/08/28,1125,1016,3241,1172,1677,1322,1490,2032,1907,2354,2432,2056,849,810,4374,1071,1346,14,9,19,13,0.1,9
2021/08/29,414,382,916,595,923,418,495,1002,902,1028,876,494,276,416,859,456,548,8,3,13,10,3.8,9
2021/08/30,235,256,402,618,780,264,403,802,855,899,654,131,167,420,243,506,417,15,11,19,14,1.5,9
2021/08/31,166,204,329,534,732,211,347,765,796,840,482,67,168,367,175,449,372,14,12,16,12,5.3,14
2021/09/01,590,612,1062,1054,1425,662,937,1729,1731,2005,1254,539,425,844,811,931,985,12,9,15,12,12.3,18
2021/09/02,930,1142,1796,1760,2109,1066,1610,2864,2877,3270,2260,968,777,1165,1680,1555,1701,12.5,8,17,12,0,8
2021/09/03,1223,1252,2486,1769,2335,1335,1911,3065,3047,3578,2630,1316,912,1332,2558,1684,1869,16.5,12,21,16,0,10
2021/09/04,968,940,2500,1112,1495,1067,1326,1963,1875,2371,2059,1622,664,796,3073,1041,1201,12.5,9,16,12,0,9
2021/09/05,1325,1199,4019,1204,1684,1198,1756,2483,2209,2812,2595,2346,839,900,5149,925,1461,13,7,19,12,0,12
2021/09/06,1101,1329,2293,2010,2102,1217,1804,3124,2994,3769,2398,1163,901,1230,2129,1600,1842,13,6,20,12,0,12
2021/09/07,1177,1356,2392,1988,2335,1433,1979,3419,3185,3983,2439,1225,986,1250,2221,1889,1941,15,8,22,15,0,5
2021/09/08,1318,1474,2718,2112,2448,1445,2102,3507,3295,4193,2751,1460,1034,1369,2713,2007,2082,18.5,12,25,18,0,4
2021/09/09,1280,1479,2880,2142,2533,1452,2223,3672,3546,4164,2955,1580,1061,1346,2892,1980,2118,19,12,26,18,0,5
2021/09/10,1197,1373,2621,1931,2329,1250,1962,3298,3162,3889,2668,1259,956,1227,2713,1747,1901,19,12,26,18,0,5
2021/09/11,1150,1041,3493,1178,1924,1204,1700,2187,2171,2510,2423,1900,842,795,4256,1620,1362,18.5,12,25,18,0,5
2021/09/12,1123,1085,3555,1080,1717,1259,1814,2315,2129,2460,2501,2291,726,874,4470,1397,1418,19,13,25,18,0.3,5
2021/09/13,872,1033,1677,1580,1962,958,1461,2674,2494,3167,1944,736,732,1173,1443,1507,1604,18,14,22,17,0.3,5
2021/09/14,1170,1421,2509,2154,2310,1401,1955,3483,3464,4093,2616,1369,988,1309,2374,1951,2055,18,13,23,17,0,5
2021/09/15,1330,1463,2898,2113,2491,1392,2119,3641,3545,4121,2730,1477,1055,1347,2807,1958,2070,19,12,26,18,0,7
2021/09/16,759,926,1563,1668,1831,971,1372,2507,2463,2981,1907,716,623,1051,1269,1429,1588,19,16,22,19,0,5
2021/09/17,198,204,408,606,738,235,381,775,785,883,629,135,207,398,255,495,400,15,13,17,14,2.7,9
2021/09/18,351,326,699,552,963,404,510,895,836,937,823,429,254,503,642,514,500,11.5,9,14,11,0.1,14
2021/09/19,346,315,912,504,855,352,453,917,834,963,885,603,225,402,976,399,480,8.5,7,10,7,1.4,11
2021/09/20,534,733,987,1270,1353,726,1008,2023,1841,2295,1335,294,446,888,795,1131,1177,9.5,7,12,8,0,6
2021/09/21,714,761,1251,1400,1547,760,1192,2273,2133,2567,1485,485,507,948,1027,1287,1269,9,5,13,9,0,5
2021/09/22,474,490,831,1051,1179,474,822,1583,1535,1724,1141,299,334,707,622,935,841,9,7,11,7,2.3,8
2021/09/23,687,868,1369,1525,1648,844,1235,2293,2186,2745,1632,647,569,995,1160,1321,1344,12.5,8,17,11,0.3,19
2021/09/24,579,706,1248,1242,1463,686,1008,1912,1785,2233,1393,366,463,883,867,1164,1080,12.5,9,16,11,0,25
2021/09/25,627,609,1770,835,1215,772,840,1353,1331,1596,1458,1128,506,662,1946,757,834,17,12,22,15,0,14
2021/09/26,1317,1052,3962,1045,1700,1189,1708,2330,2101,2532,2327,2461,898,792,5077,984,1431,17,12,22,16,0,8
2021/09/27,989,1126,2055,1744,1826,1087,1628,2833,2764,3331,1972,1017,730,1127,1871,1514,1638,16.5,11,22,15,0,12
2021/09/28,962,1116,1887,1808,2002,1049,1561,2876,2681,3415,2000,742,736,1133,1606,1488,1678,12,8,16,10,0,15
2021/09/29,840,1013,1670,1805,1952,991,1447,2693,2515,3238,1952,703,661,1058,1396,1429,1469,12,6,18,11,0.2,8
2021/09/30,509,555,814,1141,1270,498,800,1726,1582,1926,1122,224,339,770,498,938,986,12,10,14,12,3.1,8
2021/10/01,896,882,1572,1488,1768,858,1192,2357,2186,2800,1772,634,539,942,1339,1312,1360,12.5,8,17,11,0,11
2021/10/02,901,883,2716,1048,1622,1009,1216,1849,1758,2215,1774,1600,652,703,3135,1104,1030,14,8,20,13,0,5
2021/10/03,1230,1119,3568,1049,1605,1162,1494,2128,2059,2408,2241,2215,757,823,5035,985,1347,14,8,20,13,0,8
2021/10/04,1186,1253,2378,2033,2259,1238,1690,3172,2915,3640,2391,1189,885,1220,2322,1758,1897,16,10,22,15,0,7
2021/10/05,1351,1405,2909,2315,2528,1455,1959,3636,3187,4294,2794,1419,1009,1372,2862,1898,2121,19.5,14,25,17,0,11
2021/10/06,351,443,574,948,972,386,591,1223,1069,1416,823,89,266,595,327,739,690,14,12,16,13,0.3,5
2021/10/07,813,823,1369,1568,1751,824,1138,2453,2097,2925,1634,552,543,1041,1015,1379,1282,11.5,8,15,11,0,12
2021/10/08,818,805,1406,1502,1739,766,1194,2407,2097,2821,1655,509,559,927,1092,1266,1257,9.5,4,15,6,0,20
2021/10/09,581,495,1310,756,1175,564,732,1145,1172,1373,1062,766,389,583,1319,681,666,7,1,13,3,0,19
2021/10/10,484,422,1218,751,1047,401,617,1252,1001,1354,988,859,312,632,1314,530,613,6,0,12,3,0,14
2021/10/11,665,776,1245,1574,1635,799,1118,2269,2000,2676,1491,494,517,972,987,1213,1184,7,1,13,6,0,5
2021/10/12,649,660,1048,1490,1622,657,1063,2197,1914,2480,1372,350,391,951,792,1159,1113,6.5,5,8,4,0.2,11
2021/10/13,493,480,741,1273,1374,515,782,1783,1573,2112,1115,177,338,819,512,1026,864,5,3,7,3,0.4,12
2021/10/14,626,682,1220,1517,1632,711,1097,2135,1894,2427,1441,504,513,972,946,1242,1160,5.5,1,10,3,0,11
2021/10/15,723,700,1366,1392,1664,765,1138,2166,2015,2530,1581,599,478,970,1195,1243,1248,10,7,13,7,0.1,17
2021/10/16,413,413,952,748,1047,434,588,1140,1043,1291,932,582,340,555,919,568,582,9,6,12,8,0,9
2021/10/17,526,459,1145,766,1168,500,726,1329,1219,1446,1205,1001,355,492,1755,649,779,7,3,11,6,0,5
2021/10/18,508,508,745,1163,1273,461,748,1612,1405,1837,1024,189,365,792,510,957,862,7,5,9,6,0.2,9
2021/10/19,903,927,1657,1795,1893,942,1239,2630,2341,3005,1814,849,662,1115,1512,1424,1447,10,8,12,8,0.2,7
2021/10/20,1046,1045,2204,2008,2011,1122,1486,2859,2686,3412,2213,1118,800,1244,1999,1675,1589,13,9,17,11,0,10
2021/10/21,770,827,1323,1723,1826,898,1208,2479,2286,2921,1695,519,605,1064,1045,1525,1330,12.5,10,15,10,1.3,17
2021/10/22,681,709,1191,1481,1656,743,1072,2135,1957,2493,1524,437,480,959,1011,1243,1185,8,6,10,5,0.7,28
2021/10/23,317,326,610,644,950,319,425,915,876,1026,748,301,250,438,494,554,469,7,4,10,3,0.3,24
2021/10/24,454,420,1266,735,979,456,643,1122,1054,1210,938,937,244,489,1535,492,594,6,1,11,4,0,8
2021/10/25,689,712,1189,1468,1563,810,1010,2148,1850,2515,1465,540,499,958,1075,1206,1145,7.5,2,13,6,0,4
2021/10/26,718,733,1190,1573,1745,776,1105,2278,2047,2576,1558,460,498,960,1026,1339,1213,7,2,12,6,0,5
2021/10/27,769,830,1400,1670,1805,913,1239,2423,2295,2898,1587,564,537,1011,1267,1236,1406,10,7,13,7,0.4,11
2021/10/28,758,824,1533,1764,1773,898,1283,2473,2386,2936,1765,704,567,1052,1332,1262,1384,11,6,16,10,0,5
2021/10/29,735,750,1391,1504,1660,833,1173,2197,2093,2565,1574,632,513,1000,1288,1219,1271,11,5,17,10,0,5
2021/10/30,563,563,1632,913,1161,679,788,1298,1286,1522,1130,1028,429,617,1912,755,866,11,5,17,10,0,6
2021/10/31,548,513,1852,785,941,558,771,1265,1304,1351,1206,1155,389,607,2221,748,786,12,6,18,10,0,6
2021/11/01,557,542,1774,863,959,490,719,1169,1193,1359,1153,1148,361,579,2156,571,827,11,5,17,10,0,4
2021/11/02,216,230,321,671,748,252,403,865,743,1021,539,59,171,438,210,556,538,9,7,11,8,1.8,9
2021/11/03,717,658,1226,1464,1665,735,1103,2306,2058,2622,1585,480,492,986,963,1344,1270,8,6,10,7,0.2,10
2021/11/04,647,626,934,1418,1499,710,973,2103,1826,2363,1456,330,434,957,776,1119,1164,10.5,6,15,9,0.1,13
2021/11/05,602,689,975,1365,1621,673,955,2052,1883,2318,1457,403,448,958,791,1206,1113,7.5,4,11,4,0,16
2021/11/06,465,474,1059,780,1101,553,715,1191,1123,1321,1049,630,347,601,1184,1218,668,8.5,4,13,8,0,5
2021/11/07,352,419,1011,715,1010,412,590,1150,978,1151,955,669,268,505,1300,479,608,6.5,2,11,4,0,16
2021/11/08,599,582,783,1315,1383,627,895,1920,1668,2182,1231,260,402,860,627,1036,951,7,6,8,4,0.5,19
2021/11/09,565,546,790,1212,1430,565,827,1972,1694,2205,1226,203,328,909,600,939,950,5,2,8,3,0.4,10
2021/11/10,621,637,1003,1373,1447,613,929,1913,1747,2209,1268,400,403,894,718,997,1024,6,2,10,5,0,5
2021/11/11,430,442,1239,679,873,486,626,1220,950,1257,1076,840,312,496,1463,522,642,6,2,10,4,0,7
2021/11/12,283,393,619,792,1001,386,552,1082,999,1264,789,272,274,557,529,521,599,7,3,11,4,0,7
2021/11/13,215,259,532,568,827,298,317,641,678,774,556,252,193,379,442,506,379,6,3,9,5,0,4
2021/11/14,234,239,576,460,752,195,286,726,662,709,572,362,145,370,600,374,364,6.5,4,9,7,0,3
2021/11/15,508,481,751,1200,1258,482,781,1665,1518,1923,1047,221,352,850,529,873,879,6.5,2,11,2,0,16
2021/11/16,546,510,786,1245,1357,554,824,1802,1614,2031,1145,282,400,831,650,1054,916,6,2,10,5,0,3
2021/11/17,552,555,807,1258,1346,583,788,1730,1579,2020,1113,290,377,882,628,988,947,7,4,10,5,0,5
2021/11/18,480,482,711,1198,1295,473,732,1627,1445,1883,1094,208,329,803,520,845,798,7,6,8,4,0.2,17
2021/11/19,276,335,487,898,1195,340,537,1186,1106,1361,802,135,246,646,291,684,615,7.5,6,9,3,0.4,26
2021/11/20,261,247,544,606,847,318,405,762,799,867,666,322,245,419,450,412,413,8.5,7,10,6,0,22
2021/11/21,376,412,1196,623,1094,491,574,1009,898,1097,902,904,321,509,1542,462,529,8,5,11,6,0,8
2021/11/22,341,379,519,931,955,359,609,1256,1080,1506,802,124,274,619,354,715,641,5.5,4,7,3,0.1,7
2021/11/23,488,534,727,1170,1261,519,793,1630,1441,1948,1114,251,371,851,579,927,782,2,0,4,0,0.2,8
2021/11/24,429,457,757,1141,1318,492,810,1534,1461,1835,1084,215,347,778,477,862,819,4,1,7,3,0,6
2021/11/25,455,533,807,1168,1331,505,813,1563,1445,1846,1114,343,371,770,603,914,856,3.5,0,7,2,0,4
2021/11/26,182,194,280,604,674,189,318,750,665,863,463,52,121,395,157,371,361,4.5,3,6,3,0.9,7
2021/11/27,239,268,499,527,775,327,370,727,663,780,604,318,209,422,512,358,383,3.5,2,5,1,0.1,9
2021/11/28,125,156,314,412,642,126,220,513,487,529,418,176,101,298,290,212,235,4,1,6,2,2.2,7
2021/11/29,294,324,388,858,997,305,541,1135,1069,1312,698,88,223,644,312,607,540,0,-1,1,-5,0.4,23
2021/11/30,276,252,433,885,955,320,567,1184,977,1327,761,82,213,620,298,610,558,0,-1,1,-6,0.6,24
2021/12/01,302,330,513,904,974,302,549,1234,1117,1377,777,153,234,607,329,593,556,3.5,1,6,-1,0.7,27
2021/12/02,394,399,656,1026,1172,429,730,1440,1317,1623,1028,226,299,724,476,733,725,4.5,2,7,1,0,21
2021/12/03,314,360,528,939,1070,410,588,1213,1179,1417,853,208,252,648,417,701,612,0.5,-2,3,-4,0.1,17
2021/12/04,198,216,455,521,743,285,300,640,629,726,553,303,178,366,429,322,343,-1,-3,1,-4,0.3,6
2021/12/05,95,106,226,336,572,94,176,441,460,399,304,71,62,282,197,199,216,1.5,0,3,-1,0.2,6
2021/12/06,213,232,312,627,740,238,362,865,714,951,533,84,165,462,229,521,380,-0.5,-2,1,-3,1.6,10
2021/12/07,247,248,353,742,849,239,467,962,908,1108,620,86,177,520,259,539,304,-2,-3,-1,-4,0.2,6
2021/12/08,214,247,377,797,867,232,493,991,940,1124,655,78,218,563,239,525,506,-3,-5,-1,-8,0,15
2021/12/09,230,263,378,722,941,247,496,1066,896,1115,686,112,177,575,250,496,506,-3,-5,-1,-5,0,7
2021/12/10,186,206,275,656,799,217,415,834,755,941,601,79,146,469,224,482,389,-1,-3,1,-2,0,4
2021/12/11,122,126,169,403,617,151,224,473,467,503,340,129,116,310,188,236,189,-1,-3,1,-2,0,3
2021/12/12,147,142,295,400,618,159,253,512,453,543,413,229,103,349,385,250,243,-2,-4,0,-7,1.3,17
2021/12/13,245,258,359,728,859,277,449,1022,855,1144,609,144,199,586,249,503,492,0,-1,1,-1,0,4
2021/12/14,195,214,328,671,822,266,393,883,850,1057,604,77,160,537,234,496,427,-0.5,-2,1,-1,0,3
2021/12/15,233,260,417,767,915,240,506,985,913,1133,728,111,208,537,236,649,468,1.5,1,2,-1,0.3,8
2021/12/16,258,287,459,741,978,338,497,1064,954,1175,729,128,223,598,285,600,583,3,1,5,-1,0,14
2021/12/17,271,282,430,741,995,346,498,1045,989,1148,768,157,211,557,325,613,572,2,1,3,-3,0,21
2021/12/18,144,172,240,443,676,180,278,514,515,581,402,134,164,313,270,351,293,0.5,0,1,-4,0.1,14
2021/12/19,67,89,181,308,491,112,164,373,324,357,271,55,86,265,128,233,169,3,1,5,-2,0.4,24
2021/12/20,199,196,329,652,693,220,345,833,725,930,496,73,157,518,201,496,370,-0.5,-2,1,-6,0.4,23
2021/12/21,153,181,251,547,715,137,326,676,637,817,419,70,133,412,224,415,369,-3,-5,-1,-7,0.3,13
2021/12/22,152,145,225,569,763,194,336,692,652,818,421,52,148,429,181,399,344,-4,-7,-1,-6,0.2,7
2021/12/23,119,139,195,429,655,148,272,559,569,626,380,69,92,366,117,310,291,-4.5,-7,-2,-7,0,6
2021/12/24,23,61,58,139,126,26,71,114,105,156,95,24,28,87,82,63,85,1.5,-3,6,-3,0.7,27
2021/12/25,9,32,37,55,49,31,34,99,54,98,58,31,25,35,80,22,31,0,-5,5,-5,2.5,17
2021/12/26,8,29,49,128,144,22,36,153,129,142,90,49,31,86,57,43,64,-4.5,-8,-1,-10,0,12
2021/12/27,51,83,95,261,395,110,152,390,356,368,180,31,69,255,84,180,188,-4.5,-7,-2,-8,0,9
2021/12/28,91,112,165,362,524,143,228,503,457,535,267,78,101,294,127,254,222,-3,-5,-1,-6,0,6
2021/12/29,121,151,187,428,550,120,223,551,508,595,344,47,111,323,139,311,280,-0.5,-3,2,-1,0.4,5
2021/12/30,119,150,233,466,587,160,265,641,558,666,402,98,153,321,129,343,275,1.5,-2,5,-1,0.5,10
2021/12/31,140,134,233,324,508,151,274,498,437,502,346,128,90,267,251,266,253,5.5,4,7,3,2.4,16
2022/01/01,75,67,196,204,332,61,93,288,256,234,244,102,43,187,174,103,144,7,5,9,4,0.3,23
2022/01/02,312,246,843,366,605,253,386,669,603,657,632,595,204,318,1104,277,361,7.5,6,9,5,0,8
2022/01/03,251,261,435,676,758,251,438,913,809,1029,621,179,201,476,299,515,433,7.5,6,9,4,1.6,25
2022/01/04,264,260,482,737,741,271,486,958,846,1120,674,147,178,487,279,540,531,8.5,6,11,4,1.7,26
2022/01/05,171,191,312,613,623,199,355,705,663,809,479,87,141,388,173,415,382,7,2,12,3,2.4,17
2022/01/06,113,147,245,307,426,96,179,406,342,369,298,146,92,234,210,177,188,0,-2,2,-4,0.1,24
2022/01/07,109,143,261,420,472,182,239,537,472,504,374,104,100,293,255,319,280,-0.5,-3,2,-4,0,6
2022/01/08,104,115,206,275,431,96,177,384,319,393,296,117,98,219,176,265,194,-1,-3,1,-4,0,10
2022/01/09,146,145,449,342,471,129,225,449,387,430,391,259,99,271,449,229,252,0,-3,3,-3,0.2,8
2022/01/10,225,210,365,697,666,188,390,848,775,920,505,75,177,478,220,484,426,-1,-3,1,-3,0.3,9
2022/01/11,241,258,396,736,770,216,428,987,890,1031,564,122,154,547,257,482,459,-3.5,-5,-2,-7,0.1,8
2022/01/12,186,223,379,722,766,233,448,961,825,976,576,96,170,467,235,571,429,-2.5,-5,0,-6,0,5
2022/01/13,250,252,430,754,798,223,453,1050,919,1083,572,132,160,574,277,473,489,-1.5,-5,2,-7,0,19
2022/01/14,182,204,327,636,695,225,366,860,789,896,512,73,149,462,212,472,405,2.5,1,4,-2,0,27
2022/01/15,189,193,486,397,597,193,281,562,512,618,427,275,150,370,436,308,294,0,-2,2,-5,0.1,17
2022/01/16,155,144,428,344,478,136,250,452,454,472,347,253,144,249,436,246,225,0.5,-2,3,-2,0,7
2022/01/17,109,115,158,412,426,114,225,508,458,512,277,26,60,242,144,320,216,0.5,-2,3,-5,3.3,32
2022/01/18,173,177,199,532,582,166,318,756,631,736,415,48,118,373,207,368,335,-1,-3,1,-7,0,19
2022/01/19,173,235,355,668,697,185,380,935,759,964,464,134,168,449,197,395,382,0,-3,3,-5,0,10
2022/01/20,136,152,157,523,590,145,301,744,571,727,385,55,130,387,181,367,270,-1,-3,1,-6,1.2,27
2022/01/21,104,109,108,451,488,101,202,591,458,589,312,36,86,295,151,228,206,-3,-4,-2,-10,0.4,26
2022/01/22,63,62,75,172,326,67,100,266,199,288,122,51,54,169,99,51,120,-3,-5,-1,-9,0.3,19
2022/01/23,60,60,120,223,328,47,120,309,236,275,159,57,50,172,104,113,103,-4,-7,-1,-8,0,10
2022/01/24,134,176,208,476,563,140,246,664,538,703,389,93,132,360,132,266,308,-5,-8,-2,-7,0,3
2022/01/25,143,163,197,525,575,125,292,709,553,695,382,55,125,374,146,303,287,-4,-9,1,-7,0.8,14
2022/01/26,132,142,208,558,647,155,300,701,568,690,365,62,127,360,129,350,275,0.5,0,1,-4,0.4,14
2022/01/27,141,146,204,577,652,144,323,716,620,696,370,81,136,405,185,341,306,2,0,4,-3,0.3,22
2022/01/28,70,106,157,380,503,98,179,519,475,526,294,50,85,266,84,234,226,0.5,-1,2,-5,2.5,30
2022/01/29,76,130,289,294,522,107,199,471,379,429,289,144,102,276,283,215,223,-0.5,-4,3,-6,0.6,22
2022/01/30,33,51,65,225,352,38,69,251,204,195,175,10,26,136,36,96,97,2,0,4,-4,1.2,41
2022/01/31,195,201,312,638,718,173,338,759,692,781,471,120,135,478,218,392,351,0,-1,1,-5,0.5,17
2022/02/01,146,185,342,639,676,179,390,812,693,870,503,86,134,435,226,411,402,-1,-2,0,-5,1.9,13
2022/02/02,117,133,181,476,529,141,265,538,509,647,335,53,82,340,120,307,226,0,-1,1,-5,3.6,23
2022/02/03,148,253,395,670,710,177,340,791,677,858,501,106,163,385,253,455,333,-2,-5,1,-5,1,14
2022/02/04,182,246,388,631,851,198,407,780,857,890,594,69,173,483,230,443,424,0,-3,3,-2,0.3,10
2022/02/05,145,166,334,396,573,139,194,493,422,461,406,153,139,288,266,278,236,2,0,4,-3,0.2,25
2022/02/06,77,98,231,320,529,96,152,380,375,373,308,146,69,229,171,207,155,2.5,0,5,-3,0.4,30
2022/02/07,138,178,254,559,634,158,290,599,563,680,408,114,116,346,156,351,273,3,1,5,-3,2.3,28
2022/02/08,204,207,361,628,744,222,349,802,704,880,514,84,188,460,241,463,405,1.5,0,3,-4,0.8,26
2022/02/09,197,244,408,712,795,249,416,891,854,995,555,89,200,439,249,496,399,5.5,4,7,1,0.5,18
2022/02/10,320,373,733,806,969,448,609,1120,1088,1307,775,115,264,504,639,581,610,5,3,7,2,0,11
2022/02/11,171,212,341,554,757,233,361,737,786,863,536,60,152,424,181,449,379,3.5,1,6,1,1.1,17
2022/02/12,217,231,660,497,740,275,348,606,653,699,540,173,227,353,661,331,330,1,-2,4,-2,0,10
2022/02/13,306,322,1123,468,690,288,447,711,673,787,750,151,265,362,1222,306,370,2,-2,6,0,0,7
2022/02/14,358,426,757,782,938,432,553,1110,1011,1251,766,90,304,542,631,596,604,4,-1,9,1,0,6
2022/02/15,328,447,846,873,983,465,616,1258,1183,1410,888,96,337,601,718,721,687,3.5,0,7,1,0,6
2022/02/16,338,454,847,902,944,432,644,1205,1189,1425,895,313,306,552,638,663,634,5,1,9,2,0,18
2022/02/17,121,183,267,536,661,171,285,653,644,731,383,43,133,629,129,457,321,7,4,10,2,3,37
2022/02/18,301,369,705,826,925,367,588,1095,972,1180,729,267,271,563,468,579,562,5,2,8,0,0.1,26
2022/02/19,116,140,330,384,589,168,227,443,443,503,409,132,107,316,242,304,236,6,2,10,3,0.4,32
2022/02/20,127,140,380,373,612,98,199,515,480,489,372,189,110,321,299,193,215,3.5,0,7,-1,0.4,23
2022/02/21,197,212,355,623,765,181,344,805,716,901,474,85,149,465,222,437,374,4,2,6,0,1.7,31
2022/02/22,237,310,506,791,890,304,457,1093,955,1171,682,164,218,556,333,588,490,3.5,1,6,-2,0.2,25
2022/02/23,218,245,421,762,892,237,451,905,880,1114,608,143,192,447,258,491,446,3.5,1,6,-2,1.5,24
2022/02/24,426,498,1076,1034,1044,547,670,1433,1291,1699,1066,473,371,632,864,730,734,4.5,0,9,1,0,9
2022/02/25,242,300,544,768,855,295,492,1059,954,1166,646,163,226,524,325,722,477,2.5,1,4,0,0.6,12
2022/02/26,207,226,518,469,600,207,277,692,560,686,483,246,153,350,432,313,316,2.5,0,5,-1,0,8
2022/02/27,261,211,662,464,653,242,380,775,636,707,581,355,158,360,753,294,329,1.5,-1,4,-2,0.1,10
2022/02/28,290,311,483,845,870,345,522,1084,1018,1203,698,149,215,610,343,564,568,0,-2,2,-5,0.6,18
2022/03/01,304,337,624,874,1010,362,615,1294,1099,1444,847,226,258,635,501,642,660,0,-3,3,-5,0,13
2022/03/02,307,404,721,941,997,325,612,1359,1094,1438,863,273,280,618,495,629,652,1,-3,5,-1,0,5
2022/03/03,345,398,662,949,1026,409,670,1352,1134,1441,859,265,283,628,479,716,699,1,-2,4,-2,0,6
2022/03/04,209,237,425,711,860,250,502,1008,894,1089,641,118,184,527,276,540,483,0.5,-2,3,-1,0,7
2022/03/05,158,175,344,481,628,187,227,559,495,580,432,143,175,336,285,309,270,0.5,-2,3,-3,0.2,8
2022/03/06,135,155,366,436,620,126,220,562,485,535,374,209,94,293,282,270,242,0.5,-3,4,-3,0,8
2022/03/07,275,331,488,845,957,317,523,1186,972,1220,695,145,221,590,314,729,522,0,-3,3,-3,0.2,11
2022/03/08,303,351,613,947,1078,331,601,1310,1055,1477,864,206,282,638,467,717,631,0,-3,3,-3,0.3,8
2022/03/09,304,345,528,892,968,339,512,1171,1086,1322,762,155,248,654,409,672,561,2.5,-1,6,-1,0.1,14
2022/03/10,351,417,636,984,1019,404,609,1337,1203,1486,905,207,317,660,493,701,629,0,-4,4,-5,0.2,14
2022/03/11,290,314,563,867,1029,324,583,1208,1050,1250,804,198,244,627,425,590,573,-1,-5,3,-7,0,17
2022/03/12,288,323,899,642,786,348,441,908,760,941,739,519,278,385,957,454,452,0.5,-4,5,-5,0,14
2022/03/13,425,368,1442,601,798,397,633,1013,929,1063,883,901,319,441,1457,414,576,3,-3,9,-1,0,12
2022/03/14,529,555,1159,1092,1246,581,844,1588,1543,1913,1252,569,490,764,1043,858,966,5.5,-2,13,3,0,5
2022/03/15,624,695,1445,1341,1361,671,1038,1940,1773,2208,1467,679,568,859,1296,961,1099,6,1,11,4,0,6
2022/03/16,478,561,1031,1253,1251,566,865,1735,1505,1966,1286,403,425,802,812,957,889,6.5,3,10,4,0.2,9
2022/03/17,597,608,1083,1306,1310,684,932,1837,1682,2106,1274,416,429,811,877,1028,994,4.5,0,9,1,0,19
2022/03/18,506,542,1084,1217,1314,591,817,1652,1562,1861,1203,450,394,776,861,1146,863,4,-2,10,-1,0,15
2022/03/19,431,409,1204,666,927,481,592,1118,953,1147,979,613,288,525,1213,477,621,4,-2,10,-1,0,14
2022/03/20,565,473,1582,758,1032,557,652,1196,1097,1336,1280,1111,345,602,1965,486,730,4.5,-2,11,-1,0,15
2022/03/21,638,741,1317,1295,1371,674,951,1792,1717,2134,1337,571,509,864,1012,1749,1087,5.5,-2,13,1,0,14
2022/03/22,807,890,1758,1557,1579,926,1196,2275,2060,2703,1619,825,664,931,1511,1172,1369,8.5,0,17,5,0,15
2022/03/23,1005,994,2464,1818,1788,1075,1519,2474,2452,2980,2076,1190,826,1029,2190,1757,1556,11.5,3,20,10,0,4
2022/03/24,791,919,1880,1707,1625,969,1342,2482,2356,2913,1915,930,716,1000,1593,1492,1420,9,4,14,8,0,7
2022/03/25,752,820,1836,1559,1672,874,1237,2127,2108,2553,1731,855,608,933,1569,1230,1309,9,3,15,8,0,4
2022/03/26,658,717,2129,886,1196,791,915,1374,1312,1621,1455,1062,609,629,2265,756,885,9.5,4,15,8,0.6,17
2022/03/27,845,695,2652,863,1171,831,1066,1429,1426,1632,1581,1504,581,650,2752,626,925,6.5,1,12,4,0,10
2022/03/28,942,1096,2264,1693,1658,1050,1419,2505,2347,3073,1936,1150,815,1058,2029,1778,1411,11,4,18,10,0,14
2022/03/29,553,639,1078,1272,1316,630,898,1788,1591,2006,1169,429,503,855,814,1007,970,9.5,8,11,8,0,11
2022/03/30,510,609,1035,1257,1323,606,918,1698,1655,1972,1181,396,435,848,863,947,1037,6.5,6,7,5,2.6,9
2022/03/31,209,251,338,799,794,210,372,856,788,963,557,76,167,477,208,442,444,4.5,2,7,2,1.9,14
2022/04/01,125,150,224,588,581,124,271,615,549,658,402,52,127,362,141,301,242,0.5,0,1,-4,4.7,17
2022/04/02,76,92,147,338,468,110,154,340,360,373,232,35,73,293,96,198,156,0,-1,1,-3,3.7,9
2022/04/03,127,114,302,372,552,97,186,466,402,413,338,164,87,308,294,202,187,-0.5,-4,3,-5,0,11
2022/04/04,383,451,704,1068,1017,408,601,1338,1254,1637,882,252,284,657,519,747,740,1.5,-4,7,-3,0,20
2022/04/05,248,305,390,816,833,258,426,1025,872,1138,650,97,198,498,279,587,509,4.5,3,6,-1,1.7,33
2022/04/06,565,642,1214,1356,1363,629,961,1862,1698,2217,1409,491,505,849,941,977,1024,9.5,6,13,5,0.1,23
2022/04/07,880,930,1850,1625,1656,961,1273,2404,2235,2840,1832,975,687,984,1556,1218,1371,10,6,14,8,0,18
2022/04/08,510,589,924,1250,1391,598,797,1672,1511,1864,1189,361,444,853,673,926,1004,9.5,7,12,6,1.5,31
2022/04/09,199,183,423,479,663,186,263,602,570,594,416,161,181,306,248,317,287,6,2,10,4,1,20
2022/04/10,350,329,838,552,810,326,404,874,788,981,746,501,237,448,817,399,429,4.5,0,9,1,0,15
2022/04/11,472,478,755,1173,1156,529,735,1545,1479,1822,1078,244,341,735,592,870,844,3.5,0,7,0,0.5,15
