 ,Armii Krajowej,Bora-Komorowskiego,Bulwary,Dworzec,Grzegórzecka,Kamieńskiego,Klimeckiego,Kopernika,Kotlarska,Mogilska,Monte Cassino,Niepołomska,Nowohucka,Smoleńsk,Tyniecka,Wadowicka,Wielicka,Średnia temp.,Min. temp.,Maks. temp.,Odczuwalna temp.,Opady (mm),Wiatr
2020/02/11,,174,335,420,,,333,736,732,798,498,,127,318,206,466,344,3.5,2,5,-1,3.6,27
2020/02/12,,258,474,578,,,464,920,896,1028,638,,180,410,269,528,503,2.5,1,4,-3,0.6,28
2020/02/13,,294,710,651,,,538,1079,1091,1234,774,,257,513,454,637,600,2.5,0,5,-2,0.2,16
2020/02/14,,255,553,591,,,455,897,961,1019,652,,196,447,284,550,484,3.5,1,6,0,0.7,12
2020/02/15,,219,686,303,,,310,535,531,601,524,,206,309,703,267,305,4,1,7,2,0.2,7
2020/02/16,,265,1150,322,,,359,565,581,683,612,,197,269,1140,258,387,5.5,1,10,3,0,8
2020/02/17,,445,1055,783,,,738,1341,1321,1612,1062,,345,538,674,723,767,8,4,12,6,0,8
2020/02/18,,357,831,745,,,622,1273,1301,1463,959,,284,519,419,795,712,6.5,4,9,4,5.5,20
2020/02/19,,357,762,720,,,641,1166,1261,1430,931,,274,525,458,646,712,4.5,1,8,1,1,17
2020/02/20,,326,624,672,,,596,1125,1105,1269,816,,234,487,324,579,620,2.5,1,4,-1,2.5,14
2020/02/21,,233,437,507,,,390,768,771,903,566,,167,352,251,472,439,3,1,5,-2,1.7,18
